날짜,시간,오늘 발전량(kW),오늘 누적(kWh),오늘 일사량(W/㎡),오늘 기온(℃),오늘 풍속(㎧),내일 일사량(W/㎡),내일 기온(℃),내일 풍속(㎧)
20240118,8시,3.4,3.4,3.4,-3.4,1.8,1.1,5.7,1.7
20240118,9시,136.13,139.53,102.1,-2.4,2.1,29.5,6.2,0.6
20240118,10시,358.58,498.11,273,-0.7,1.6,75.6,7.2,0.4
20240118,11시,517.95,1016.06,417.6,0.8,1.7,65.3,7.8,3.2
20240118,12시,621.6,1637.66,512.9,2.1,1.7,104.8,7.6,4
20240118,13시,656.96,2294.62,546.4,2.4,2.4,186.5,9.8,1.5
20240118,14시,572.81,2867.43,475.1,3.3,2,129.7,9.2,0.8
20240118,15시,478.76,3346.19,391.2,5.3,2.4,150.4,10.4,1.6
20240118,16시,383.94,3730.13,302.3,6,2.1,70.8,10.9,3.2
20240118,17시,239.33,3969.46,179.5,4.8,2,40.9,10.7,2.4
20240118,18시,45.87,4015.33,34.4,2.9,1.5,3.6,10.6,2.4
20240118,19시,0,4015.33,0,2.5,2.2,0,10.1,1.7
20240118,20시,0,4015.33,0,2.4,1,0,10,1.7
20240118,21시,0,4015.33,0,2,2.1,0,8.5,2.7
20240118,22시,0,4015.33,0,0.9,1.8,0,9.3,1.8
20240118,23시,0,4015.33,0,1.1,2.2,0,10.3,1.8
20240119,0시,0,0,0,0.9,2.5,0,10.4,3
20240119,1시,0,0,0,2.1,0.4,0,10.1,2.2
20240119,2시,0,0,0,3,0.7,0,10.1,1.9
20240119,3시,0,0,0,2.2,0.2,0,9.7,0.4
20240119,4시,0,0,0,3,0.5,0,9.8,1.2
20240119,5시,0,0,0,2.8,0.4,0,9.2,1
20240119,6시,0,0,0,4.2,1.3,0,9,1.1
20240119,7시,0,0,0,4.8,1.9,0,8.5,1.8
20240119,8시,1.1,1.1,1.1,5.7,1.7,0.2,8.1,1.4
20240119,9시,39.33,40.43,29.5,6.2,0.6,8.1,8.6,0.4
20240119,10시,99.05,139.48,75.6,7.2,0.4,26.7,8.1,0.6
20240119,11시,80.85,220.33,65.3,7.8,3.2,34.7,8,1.6
20240119,12시,126.82,347.15,104.8,7.6,4,38.2,6.3,3.7
20240119,13시,223.91,571.06,186.5,9.8,1.5,54.5,5.8,4.8
20240119,14시,156.13,727.19,129.7,9.2,0.8,57.1,5.6,4.3
20240119,15시,183.72,910.91,150.4,10.4,1.6,55.6,6.1,3.6
20240119,16시,89.68,1000.59,70.8,10.9,3.2,62.7,6.1,3.6
20240119,17시,54.53,1055.12,40.9,10.7,2.4,46.7,6.1,3.4
20240119,18시,4.8,1059.92,3.6,10.6,2.4,9,6.2,2.3
20240119,19시,0,1059.92,0,10.1,1.7,0,6.1,1.6
20240119,20시,0,1059.92,0,10,1.7,0,6,1.3
20240119,21시,0,1059.92,0,8.5,2.7,0,5.8,1.5
20240119,22시,0,1059.92,0,9.3,1.8,0,5.9,1.6
20240119,23시,0,1059.92,0,10.3,1.8,0,6.3,1
20240120,0시,0,0,0,10.4,3,0,7.1,0.8
20240120,1시,0,0,0,10.1,2.2,0,7.2,0.3
20240120,2시,0,0,0,10.1,1.9,0,6.5,0.3
20240120,3시,0,0,0,9.7,0.4,0,6.5,1
20240120,4시,0,0,0,9.8,1.2,0,6.5,0.7
20240120,5시,0,0,0,9.2,1,0,7,0.8
20240120,6시,0,0,0,9,1.1,0,7,1.1
20240120,7시,0,0,0,8.5,1.8,0,7,0.9
20240120,8시,0.2,0.2,0.2,8.1,1.4,0.8,6.9,0.5
20240120,9시,10.8,11,8.1,8.6,0.4,21.9,7.3,0.8
20240120,10시,34.89,45.89,26.7,8.1,0.6,50.8,7.7,1.2
20240120,11시,42.88,88.77,34.7,8,1.6,115.5,8.3,1.4
20240120,12시,46.15,134.92,38.2,6.3,3.7,62.4,7.8,0.9
20240120,13시,65.33,200.25,54.5,5.8,4.8,51.2,7.7,1.2
20240120,14시,68.63,268.88,57.1,5.6,4.3,184.3,9.3,2.1
20240120,15시,67.79,336.67,55.6,6.1,3.6,59.2,7.1,2.5
20240120,16시,79.2,415.87,62.7,6.1,3.6,43.6,7.1,2.7
20240120,17시,62.27,478.14,46.7,6.1,3.4,26,7.3,2.1
20240120,18시,12,490.14,9,6.2,2.3,4.6,6.8,1.5
20240120,19시,0,490.14,0,6.1,1.6,0,6.2,2.8
20240120,20시,0,490.14,0,6,1.3,0,6.4,2.5
20240120,21시,0,490.14,0,5.8,1.5,0,6.8,1.3
20240120,22시,0,490.14,0,5.9,1.6,0,6.7,1.4
20240120,23시,0,490.14,0,6.3,1,0,6.8,1.8
20240121,0시,0,0,0,7.1,0.8,0,6.2,1.5
20240121,1시,0,0,0,7.2,0.3,0,6,1.3
20240121,2시,0,0,0,6.5,0.3,0,6.1,0.4
20240121,3시,0,0,0,6.5,1,0,5.9,1.7
20240121,4시,0,0,0,6.5,0.7,0,6,1.6
20240121,5시,0,0,0,7,0.8,0,5.9,2.2
20240121,6시,0,0,0,7,1.1,0,5.9,2.1
20240121,7시,0,0,0,7,0.9,0,5.8,1.1
20240121,8시,0.8,0.8,0.8,6.9,0.5,0.6,5.7,0.4
20240121,9시,29.2,30,21.9,7.3,0.8,18.5,6.3,0.5
20240121,10시,66.2,96.2,50.8,7.7,1.2,26.8,6.4,0.6
20240121,11시,142.47,238.67,115.5,8.3,1.4,41.2,6.3,2.9
20240121,12시,75.27,313.94,62.4,7.8,0.9,49.2,6.3,2.7
20240121,13시,61.29,375.23,51.2,7.7,1.2,40.1,5.9,2.5
20240121,14시,221.15,596.38,184.3,9.3,2.1,42.5,6,2.2
20240121,15시,72.03,668.41,59.2,7.1,2.5,35.4,6.9,1.5
20240121,16시,54.92,723.33,43.6,7.1,2.7,27.3,6.7,2.5
20240121,17시,34.67,758,26,7.3,2.1,12.4,6.3,2.7
20240121,18시,6.13,764.13,4.6,6.8,1.5,2.1,5.9,3.1
20240121,19시,0,764.13,0,6.2,2.8,0,5.5,3.2
20240121,20시,0,764.13,0,6.4,2.5,0,5.3,3.8
20240121,21시,0,764.13,0,6.8,1.3,0,5.8,2.3
20240121,22시,0,764.13,0,6.7,1.4,0,5.7,3.1
20240121,23시,0,764.13,0,6.8,1.8,0,5.3,3.3
20240122,0시,0,0,0,6.2,1.5,0,5.2,2.9
20240122,1시,0,0,0,6,1.3,0,5.4,1.8
20240122,2시,0,0,0,6.1,0.4,0,5.3,2.8
20240122,3시,0,0,0,5.9,1.7,0,5.3,1.4
20240122,4시,0,0,0,6,1.6,0,5.2,1.9
20240122,5시,0,0,0,5.9,2.2,0,5,3
20240122,6시,0,0,0,5.9,2.1,0,4.9,1.9
20240122,7시,0,0,0,5.8,1.1,0,4.8,1.4
20240122,8시,0.6,0.6,0.6,5.7,0.4,1.5,4.9,2.1
20240122,9시,24.67,25.27,18.5,6.3,0.5,20.9,5,2.3
20240122,10시,34.83,60.1,26.8,6.4,0.6,65.5,5.4,3
20240122,11시,50.72,110.82,41.2,6.3,2.9,114.1,5.5,3.5
20240122,12시,59.25,170.07,49.2,6.3,2.7,164.3,5.8,3.9
20240122,13시,47.92,217.99,40.1,5.9,2.5,159.7,5.6,4.3
20240122,14시,50.91,268.9,42.5,6,2.2,103,5.5,4.7
20240122,15시,42.99,311.89,35.4,6.9,1.5,143.7,6,4.6
20240122,16시,34.29,346.18,27.3,6.7,2.5,125.9,5.5,5
20240122,17시,16.53,362.71,12.4,6.3,2.7,93,5.3,5.4
20240122,18시,2.8,365.51,2.1,5.9,3.1,20.4,5.1,5.4
20240122,19시,0,365.51,0,5.5,3.2,0,4.8,5.9
20240122,20시,0,365.51,0,5.3,3.8,0,4.3,6.2
20240122,21시,0,365.51,0,5.8,2.3,0,3.7,4.9
20240122,22시,0,365.51,0,5.7,3.1,0,3.7,4
20240122,23시,0,365.51,0,5.3,3.3,0,3.4,5.5
20240123,0시,0,0,0,6.2,1.5,0,5.2,2.9
20240123,1시,0,0,0,6,1.3,0,5.4,1.8
20240123,2시,0,0,0,6.1,0.4,0,5.3,2.8
20240123,3시,0,0,0,5.9,1.7,0,5.3,1.4
20240123,4시,0,0,0,6,1.6,0,5.2,1.9
20240123,5시,0,0,0,5.9,2.2,0,5,3
20240123,6시,0,0,0,5.9,2.1,0,4.9,1.9
20240123,7시,0,0,0,5.8,1.1,0,4.8,1.4
20240123,8시,0.6,0.6,0.6,5.7,0.4,1.5,4.9,2.1
20240123,9시,24.67,25.27,18.5,6.3,0.5,20.9,5,2.3
20240123,10시,34.83,60.1,26.8,6.4,0.6,65.5,5.4,3
20240123,11시,50.72,110.82,41.2,6.3,2.9,114.1,5.5,3.5
20240123,12시,59.25,170.07,49.2,6.3,2.7,164.3,5.8,3.9
20240123,13시,47.92,217.99,40.1,5.9,2.5,159.7,5.6,4.3
20240123,14시,50.91,268.9,42.5,6,2.2,103,5.5,4.7
20240123,15시,42.99,311.89,35.4,6.9,1.5,143.7,6,4.6
20240123,16시,34.29,346.18,27.3,6.7,2.5,125.9,5.5,5
20240123,17시,16.53,362.71,12.4,6.3,2.7,93,5.3,5.4
20240123,18시,2.8,365.51,2.1,5.9,3.1,20.4,5.1,5.4
20240123,19시,0,365.51,0,5.5,3.2,0,4.8,5.9
20240123,20시,0,365.51,0,5.3,3.8,0,4.3,6.2
20240123,21시,0,365.51,0,5.8,2.3,0,3.7,4.9
20240123,22시,0,365.51,0,5.7,3.1,0,3.7,4
20240123,23시,0,1248.76,0,3.4,5.5,0,-2.6,8
20240124,0시,0,0,0,5.2,2.9,0,3,6.4
20240124,1시,0,0,0,5.4,1.8,0,2.4,7
20240124,2시,0,0,0,5.3,2.8,0,1.7,6.8
20240124,3시,0,0,0,5.3,1.4,0,1.1,7.1
20240124,4시,0,0,0,5.2,1.9,0,0.3,7.2
20240124,5시,0,0,0,5,3,0,-3.2,8
20240124,6시,0,0,0,-0.4,8.1,0,-3.4,8.1
20240124,7시,0,0,0,-0.8,8.1,0,-3.4,9
20240124,8시,2.2,2.2,2.2,-0.8,8.4,3.6,-4.1,8.5
20240124,9시,65.47,67.67,49.1,-1.9,7.2,47.9,-3.7,7.5
20240124,10시,152.2,219.87,117.8,-1.8,7.2,112.8,-3.6,7.3
20240124,11시,206.85,426.72,168.7,-2.1,8.2,201.7,-3.3,8.4
20240124,12시,341.22,767.94,284.3,-1.3,8.5,283.2,-3.2,8.3
20240124,13시,318.66,1086.6,267.5,-2.4,9.1,476.9,-1.8,8.4
20240124,14시,362.57,1449.17,303.7,-1.7,9.2,350.2,-3.1,9.7
20240124,15시,302.25,1751.42,249.9,-1.9,7.7,318.5,-2.3,7.7
20240124,16시,175.85,1927.27,140.8,-2.6,7.7,181.4,-3.2,6
20240124,17시,106.13,2033.4,79.6,-2.6,7.8,70.3,-2.4,8.8
20240124,18시,31.73,2065.13,23.8,-2.8,8.5,24.9,-2.4,7.8
20240124,19시,0,2065.13,0,-2.7,8.7,0,-3.2,9.2
20240124,20시,0,2065.13,0,-2.8,8.6,0,-3.6,8.3
20240124,21시,0,2065.13,0,-3.1,7.4,0,-2.8,7.9
20240124,22시,0,2065.13,0,-2.8,7.3,0,-2.4,7.6
20240124,23시,0,2065.13,0,-2.6,8,0,-3.5,8
20240125,0시,0,0,0,-3.2,8.5,0,-2.9,8.2
20240125,1시,0,0,0,-4.3,8.1,0,-2.6,9.1
20240125,2시,0,0,0,-3.1,7.3,0,-2.6,8.6
20240125,3시,0,0,0,-3.9,7,0,-2.3,8.1
20240125,4시,0,0,0,-4.1,7.7,0,-2.6,7.6
20240125,5시,0,0,0,-3.2,8,0,-1.7,7.3
20240125,6시,0,0,0,-3.4,8.1,0,-1.3,8.1
20240125,7시,0,0,0,-3.4,9,0,-1.4,8.3
20240125,8시,3.6,3.6,3.6,-4.1,8.5,3.1,-0.6,8.4
20240125,9시,63.87,67.47,47.9,-3.7,7.5,57.2,-1.4,8.2
20240125,10시,145.29,212.76,112.8,-3.6,7.3,175.9,-0.1,6.4
20240125,11시,246.79,459.55,201.7,-3.3,8.4,188.3,-0.6,7.6
20240125,12시,339.31,798.86,283.2,-3.2,8.3,298.6,0.1,7.6
20240125,13시,567.17,1366.03,476.9,-1.8,8.4,394.1,-0.4,8.4
20240125,14시,417.36,1783.39,350.2,-3.1,9.7,400.5,-0.4,9
20240125,15시,384.43,2167.82,318.5,-2.3,7.7,356.2,-0.4,6.6
20240125,16시,225.91,2393.73,181.4,-3.2,6,248,-0.6,6
20240125,17시,93.73,2487.46,70.3,-2.4,8.8,143.2,-0.6,6.5
20240125,18시,33.2,2520.66,24.9,-2.4,7.8,35.8,-0.7,6.3
20240125,19시,0,2520.66,0,-3.2,9.2,0,-1.1,6.7
20240125,20시,0,2520.66,0,-3.6,8.3,0,-1.1,6.7
20240125,21시,0,2520.66,0,-2.8,7.9,0,-1.1,5.6
20240125,22시,0,2520.66,0,-2.4,7.6,0,-1.3,5.3
20240125,23시,0,2520.66,0,-3.5,8,0,-1.3,5.7
20240126,0시,0,0,0,-2.9,8.2,0,-1.3,6
20240126,1시,0,0,0,-2.6,9.1,0,-1.4,5.8
20240126,2시,0,0,0,-2.6,8.6,0,-1.8,4.6
20240126,3시,0,0,0,-2.3,8.1,0,-2.4,2.5
20240126,4시,0,0,0,-2.6,7.6,0,-3.4,3.2
20240126,5시,0,0,0,-1.7,7.3,0,-3.3,4
20240126,6시,0,0,0,-1.3,8.1,0,-3.7,3.9
20240126,7시,0,0,0,-1.4,8.3,0,-4.2,3.7
20240126,8시,3.1,3.1,3.1,-0.6,8.4,4,-4.1,3
20240126,9시,76.27,79.37,57.2,-1.4,8.2,86.9,-2.6,3.1
20240126,10시,225.86,305.23,175.9,-0.1,6.4,261.4,-1.2,2.8
20240126,11시,229.9,535.13,188.3,-0.6,7.6,406.3,-0.4,3.5
20240126,12시,357.12,892.25,298.6,0.1,7.6,530.3,0.4,3.9
20240126,13시,467.9,1360.15,394.1,-0.4,8.4,614.3,1.4,5.3
20240126,14시,476.46,1836.61,400.5,-0.4,9,611.9,1.6,5.5
20240126,15시,429.03,2265.64,356.2,-0.4,6.6,528.2,1.8,4
20240126,16시,307.96,2573.6,248,-0.6,6,409.8,1.7,4.6
20240126,17시,190.93,2764.53,143.2,-0.6,6.5,240.2,1.1,5
20240126,18시,47.73,2812.26,35.8,-0.7,6.3,55.6,0.3,4.6
20240126,19시,0,2812.26,0,-1.1,6.7,0,0.4,4.2
20240126,20시,0,2812.26,0,-1.1,6.7,0,-0.2,2.6
20240126,21시,0,2812.26,0,-1.1,5.6,0,-0.2,2.7
20240126,22시,0,2812.26,0,-1.3,5.3,0,-0.1,2.8
20240126,23시,0,2812.26,0,-1.3,5.7,0,-0.1,2.4
20240127,0시,0,0,0,-1.3,6,0,-0.2,2.3
20240127,1시,0,0,0,-1.4,5.8,0,-0.1,2.5
20240127,2시,0,0,0,-1.8,4.6,0,-0.1,2.2
20240127,3시,0,0,0,-2.4,2.5,0,-0.9,2.6
20240127,4시,0,0,0,-3.4,3.2,0,-1.2,2.1
20240127,5시,0,0,0,-3.3,4,0,-1.2,3.4
20240127,6시,0,0,0,-3.7,3.9,0,-1.2,3.2
20240127,7시,0,0,0,-4.2,3.7,0,-1.4,2.4
20240127,8시,4,4,4,-4.1,3,2.8,-1.3,2.4
20240127,9시,115.87,119.87,86.9,-2.6,3.1,-,-,-
20240127,10시,334.58,454.45,261.4,-1.2,2.8,-,-,-
20240127,11시,494.98,949.43,406.3,-0.4,3.5,-,-,-
20240127,12시,633.07,1582.5,530.3,0.4,3.9,-,-,-
20240127,13시,728.09,2310.59,614.3,1.4,5.3,-,-,-
20240127,14시,726.65,3037.24,611.9,1.6,5.5,618.6,5,3.2
20240127,15시,634.87,3672.11,528.2,1.8,4,553.7,5.3,3.2
20240127,16시,507.41,4179.52,409.8,1.7,4.6,422.5,5.3,2.4
20240127,17시,320.27,4499.79,240.2,1.1,5,243.2,4.8,2.8
20240127,18시,74.13,4573.92,55.6,0.3,4.6,59.6,3.4,2.2
20240127,19시,0,4573.92,0,0.4,4.2,0,2.5,1.5
20240127,20시,0,4573.92,0,-0.2,2.6,0,1.8,1.6
20240127,21시,0,4573.92,0,-0.2,2.7,-,-,-
20240127,22시,0,4573.92,0,-0.1,2.8,-,-,-
20240127,23시,0,4573.92,0,-0.1,2.4,-,-,-
20240128,0시,0,0,0,-1.3,6,0,-0.2,2.3
20240128,1시,0,0,0,-1.4,5.8,0,-0.1,2.5
20240128,2시,0,0,0,-1.8,4.6,0,-0.1,2.2
20240128,3시,0,0,0,-2.4,2.5,0,-0.9,2.6
20240128,4시,0,0,0,-3.4,3.2,0,-1.2,2.1
20240128,5시,0,0,0,-1.2,3.4,0,-1,0.8
20240128,6시,0,0,0,-1.2,3.2,0,-1,1
20240128,7시,0,0,0,-1.4,2.4,0,-0.9,0.7
20240128,8시,2.8,2.8,2.8,-1.3,2.4,4,0.5,0.3
20240128,9시,-,-,-,-,-,84.1,1.5,0.3
20240128,10시,-,-,-,-,-,227.7,3.2,1.7
20240128,11시,-,-,-,-,-,340.2,4,1.4
20240128,12시,-,-,-,-,-,511.5,4.7,2.4
20240128,13시,-,-,-,-,-,543.7,4.7,2.7
20240128,14시,733.27,736.07,618.6,5,3.2,513,4.9,3.2
20240128,15시,664.1,1400.17,553.7,5.3,3.2,534.2,6.2,2.9
20240128,16시,521.62,1921.79,422.5,5.3,2.4,424.9,5.8,2.9
20240128,17시,324.08,2245.87,243.2,4.8,2.8,248.1,5,3.5
20240128,18시,79.47,2325.34,59.6,3.4,2.2,62.5,3.5,2.8
20240128,19시,0,2325.34,0,2.5,1.5,0,2.8,2
20240128,20시,0,2325.34,0,1.8,1.6,0,2,1.6
20240128,21시,-,-,-,-,-,0,0.9,1.1
20240128,22시,-,-,-,-,-,0,0.4,1.3
20240128,23시,-,-,-,-,-,0,0.3,1.8
20240129,0시,-,-,-,-,-,0,0.4,1.7
20240129,1시,-,-,-,-,-,0,0.2,2
20240129,2시,-,-,-,-,-,0,-0.2,0.5
20240129,3시,0,0,0,-1.3,0.7,0,0.2,0.3
20240129,4시,0,0,0,-0.6,0.3,0,0.3,0.5
20240129,5시,0,0,0,-1,0.8,0,0.5,1.2
20240129,6시,0,0,0,-1,1,0,0.7,2.6
20240129,7시,0,0,0,-0.9,0.7,0,0.6,1.8
20240129,8시,4,4,4,0.5,0.3,3,0.7,2.6
20240129,9시,112.13,116.13,84.1,1.5,0.3,-,-,-
20240129,10시,289.54,405.67,227.7,3.2,1.7,-,-,-
20240129,11시,412.59,818.26,340.2,4,1.4,-,-,-
20240129,12시,608.36,1426.62,511.5,4.7,2.4,-,-,-
20240129,13시,642.16,2068.78,543.7,4.7,2.7,613,4.5,5
20240129,14시,606.98,2675.76,513,4.9,3.2,636.9,5,3.8
20240129,15시,639.35,3315.11,534.2,6.2,2.9,573.5,5.3,3.3
20240129,16시,523.06,3838.17,424.9,5.8,2.9,438.5,5.3,2.8
20240129,17시,328.86,4167.03,248.1,5,3.5,255.3,4.6,3
20240129,18시,83.33,4250.36,62.5,3.5,2.8,65.9,3.4,2
20240129,19시,0,4250.36,0,2.8,2,0,2.7,1.9
20240129,20시,0,4250.36,0,2,1.6,0,1.8,1.9
20240129,21시,0,4250.36,0,0.9,1.1,0,0.6,1.5
20240129,22시,0,4250.36,0,0.4,1.3,0,0.2,2.1
20240129,23시,0,4250.36,0,0.3,1.8,0,0,2.1
20240130,0시,0,0,0,0.4,1.7,0,-0.4,2.4
20240130,1시,0,0,0,0.2,2,0,-0.3,2.5
20240130,2시,0,0,0,-0.2,0.5,0,-0.1,2.7
20240130,3시,0,0,0,0.2,0.3,-,-,-
20240130,4시,0,0,0,0.3,0.5,-,-,-
20240130,5시,0,0,0,0.5,1.2,-,-,-
20240130,6시,0,0,0,0.7,2.6,-,-,-
20240130,7시,0,0,0,0.6,1.8,0,-1,2.7
20240130,8시,3,3,3,0.7,2.6,5.5,-0.8,2.6
20240130,9시,-,-,-,-,-,-,-,-
20240130,10시,-,-,-,-,-,-,-,-
20240130,11시,-,-,-,-,-,-,-,-
20240130,12시,-,-,-,-,-,-,-,-
20240130,13시,722.72,725.72,613,4.5,5,-,-,-
20240130,14시,752.18,1477.9,636.9,5,3.8,-,-,-
20240130,15시,684.9,2162.8,573.5,5.3,3.3,579.1,5.2,3.2
20240130,16시,538.23,2701.03,438.5,5.3,2.8,441.6,5.1,3.3
20240130,17시,336.62,3037.65,255.3,4.6,3,259.7,4.2,3.6
20240130,18시,87.87,3125.52,65.9,3.4,2,69.2,3.1,3.4
20240130,19시,0,3125.52,0,2.7,1.9,0,2.3,2
20240130,20시,0,3125.52,0,1.8,1.9,0,1.3,1.4
20240130,21시,0,3125.52,0,0.6,1.5,0,0,1.7
20240130,22시,0,3125.52,0,0.2,2.1,0,-0.9,1.9
20240130,23시,0,1668.95,0,-1.1,2.1,-,-,-
20240131,0시,0,0,0,-0.4,2.4,0,-1.5,1.9
20240131,1시,0,0,0,-0.3,2.5,0,-1.5,2.1
20240131,2시,0,0,0,-0.1,2.7,0,-1.7,1.9
20240131,3시,-,-,-,-,-,0,-2.1,1.5
20240131,4시,-,-,-,-,-,0,-2.4,0.4
20240131,5시,-,-,-,-,-,0,-1.7,1.4
20240131,6시,-,-,-,-,-,0,-1.8,2.4
20240131,7시,0,0,0,-1,2.7,0,-2,1.7
20240131,8시,5.5,5.5,5.5,-0.8,2.6,6.4,-1,0.7
20240131,9시,-,-,-,-,-,127.6,0.3,0.7
20240131,10시,-,-,-,-,-,322.9,2.6,0.4
20240131,11시,-,-,-,-,-,-,-,-
20240131,12시,721.93,1898.5,612.4,5.2,1.5,-,-,-
20240131,13시,771.12,2669.62,670.8,6.6,0.6,-,-,-
20240131,14시,763.48,3433.1,659.4,7.4,2,-,-,-
20240131,15시,682.27,4115.37,578,7.8,2,529.8,10.7,2.6
20240131,16시,474.8,4590.17,389.1,7.9,1.8,415.1,9.8,3.2
20240131,17시,228.87,4819.04,175.4,7,1.6,245.5,8.1,3.6
20240131,18시,50,4869.04,37.5,6.5,0.5,63.2,7.3,2.5
20240131,19시,0,4869.04,0,6.3,0.4,0,8.2,2.2
20240131,20시,0,4869.04,0,6,0.8,0,7.2,2.3
20240131,21시,-,-,-,-,-,0,6.1,1.9
20240131,22시,-,-,-,-,-,0,6.3,0.1
20240131,23시,-,-,-,-,-,0,6.2,0.7
20240201,0시,0,0,0,-1.5,1.9,-,-,-
20240201,1시,0,0,0,-1.5,2.1,-,-,-
20240201,2시,0,0,0,-1.7,1.9,-,-,-
20240201,3시,0,0,0,-2.1,1.5,0,4.9,2
20240201,4시,0,0,0,-2.4,0.4,0,4.8,2.1
20240201,5시,0,0,0,-1.7,1.4,0,4.6,3.1
20240201,6시,0,0,0,-1.8,2.4,0,4.7,2.8
20240201,7시,0,0,0,-2,1.7,0,4.7,3.1
20240201,8시,6.4,6.4,6.4,-1,0.7,1.1,4.5,2.9
20240201,9시,170.13,176.53,127.6,0.3,0.7,-,-,-
20240201,10시,406.42,582.95,322.9,2.6,0.4,-,-,-
20240201,11시,593.62,1176.57,492.9,3.9,1.6,-,-,-
20240201,12시,721.93,1898.5,612.4,5.2,1.5,-,-,-
20240201,13시,771.12,2669.62,670.8,6.6,-,119.2,5,3.8
20240201,14시,-,-,-,-,-,180.3,5.4,3.7
20240201,15시,622.4,623.5,529.8,10.7,2.6,80.6,5.4,3.5
20240201,16시,505.05,1128.55,415.1,9.8,3.2,71.9,5.2,3.8
20240201,17시,318.71,1447.26,245.5,8.1,3.6,35.4,5.1,3.6
20240201,18시,84.27,1531.53,63.2,7.3,2.5,8.4,4.8,3.6
20240201,19시,0,1531.53,0,8.2,2.2,0,4.6,3.2
20240201,20시,0,1531.53,0,7.2,2.3,0,4.5,2
20240201,21시,0,1531.53,0,6.1,1.9,0,4.2,1.8
20240201,22시,0,1531.53,0,6.3,0.1,0,4,1.1
20240201,23시,0,1531.53,0,6.2,0.7,0,4.1,1.7
20240202,0시,-,-,-,-,-,0,6,1.1
20240202,1시,-,-,-,-,-,0,6,1.7
20240202,2시,-,-,-,-,-,0,5.7,2.6
20240202,3시,0,0,0,4.9,2,0,5.2,1.9
20240202,4시,0,0,0,4.8,2.1,0,5,1.5
20240202,5시,0,0,0,4.6,3.1,0,5.2,2.7
20240202,6시,0,0,0,4.7,2.8,0,4.5,2.9
20240202,7시,0,0,0,4.7,3.1,0,4.8,3.5
20240202,8시,1.1,1.1,1.1,4.5,2.9,1,4.3,3.9
20240202,9시,-,-,-,-,-,16.5,4.4,3.7
20240202,10시,-,-,-,-,-,42.3,5,3.2
20240202,11시,-,-,-,-,-,64.6,5.1,3.8
20240202,12시,-,-,-,-,-,66.1,4.8,4.3
20240202,13시,-,-,-,-,-,119.2,5,3.8
20240202,14시,-,-,-,-,-,180.3,5.4,3.7
20240202,15시,622.4,623.5,529.8,10.7,2.6,80.6,5.4,3.5
20240202,16시,505.05,1128.55,415.1,9.8,3.2,71.9,5.2,3.8
20240202,17시,318.71,1447.26,245.5,8.1,3.6,35.4,5.1,3.6
20240202,18시,84.27,1531.53,63.2,7.3,2.5,8.4,4.8,3.6
20240202,19시,0,1531.53,0,8.2,2.2,0,4.6,3.2
20240202,20시,0,1531.53,0,7.2,2.3,0,4.5,2
20240202,21시,0,1531.53,0,6.1,1.9,0,4.2,1.8
20240202,22시,0,1531.53,0,6.3,0.1,0,4,1.1
20240202,23시,0,1531.53,0,6.2,0.7,0,4.1,1.7
20240203,0시,0,0,0,6,1.1,0,3.5,3.1
20240203,1시,0,0,0,6,1.7,0,3.1,3.2
20240203,2시,0,0,0,5.7,2.6,0,3.1,2.5
20240203,3시,0,0,0,5.2,1.9,0,3.4,1.6
20240203,4시,0,0,0,5,1.5,0,3.4,1.4
20240203,5시,0,0,0,5.2,2.7,0,3.2,1.8
20240203,6시,0,0,0,4.5,2.9,0,2.8,1.9
20240203,7시,0,0,0,4.8,3.5,0,2.6,2.3
20240203,8시,1,1,1,4.3,3.9,0.9,2.5,2.2
20240203,9시,22,23,16.5,4.4,3.7,20.2,3.1,2
20240203,10시,52.87,75.87,42.3,5,3.2,87.6,3.9,1.5
20240203,11시,77.43,153.3,64.6,5.1,3.8,197.7,4.6,1.8
20240203,12시,77.85,231.15,66.1,4.8,4.3,285.1,5,2.4
20240203,13시,139.51,370.66,119.2,5,3.8,363.2,5.2,3.4
20240203,14시,211.33,581.99,180.3,5.4,3.7,370.7,5.1,3.6
20240203,15시,95.42,677.41,80.6,5.4,3.5,461.1,6,3.7
20240203,16시,87.22,764.63,71.9,5.2,3.8,358.2,5.5,3.7
20240203,17시,45.72,810.35,35.4,5.1,3.6,188.5,4.8,3.9
20240203,18시,11.2,821.55,8.4,4.8,3.6,64.6,4.1,3.3
20240203,19시,0,821.55,0,4.6,3.2,0.1,3.8,3.2
20240203,20시,0,821.55,0,4.5,2,0,3.3,2.6
20240203,21시,0,821.55,0,4.2,1.8,0,2.4,1.8
20240203,22시,0,821.55,0,4,1.1,0,2.8,1.5
20240203,23시,0,821.55,0,4.1,1.7,0,2.5,1
20240204,0시,0,0,0,3.5,3.1,0,1.9,1.2
20240204,1시,0,0,0,3.1,3.2,0,2.1,1
20240204,2시,0,0,0,3.1,2.5,0,2.3,1.4
20240204,3시,0,0,0,3.4,1.6,0,1.9,2
20240204,4시,0,0,0,3.4,1.4,0,2,2
20240204,5시,0,0,0,3.2,1.8,0,2.6,1.9
20240204,6시,0,0,0,2.8,1.9,0,2.9,0.8
20240204,7시,0,0,0,2.6,2.3,0,3,1.3
20240204,8시,0.9,0.9,0.9,2.5,2.2,1.2,3.7,0.1
20240204,9시,26.93,27.83,20.2,3.1,2,14.2,3,0.8
